Tier	Index	Morpheme	Hex Code	English	Type
Tier 6	1661	ĉam	0x0fb9	chamois	Root
Tier 6	1662	ĉambelan	0x0fba	[needs definition]	Root
Tier 6	1663	ĉambr	0x0fbb	a chamber	Root
Tier 6	1664	ĉampan	0x0fbc	champagne	Root
Tier 6	1665	ĉan	0x0fbd	trigger	Root
Tier 6	1666	ĉap	0x0fbe	a cap	Root
Tier 6	1667	ĉapel	0x0fbf	a hat	Root
Tier 6	1668	ĉapitr	0x0fc0	chapter	Root
Tier 6	1669	ĉar	0x0fc1	because	Root
Tier 6	1670	ĉarlatan	0x0fc2	charlatan	Root
Tier 6	1671	ĉarm	0x0fc3	charming	Root
Tier 6	1672	ĉarnir	0x0fc4	hinge	Root
Tier 6	1673	ĉarpent	0x0fc5	build	Root
Tier 6	1674	ĉarpentist	0x0fc6	carpenter	Root
Tier 6	1675	ĉarpi	0x0fc7	[needs definition]	Root
Tier 6	1676	ĉas	0x0fc8	chase	Root
Tier 6	1677	ĉasaĵ	0x0fc9	[needs definition]	Root
Tier 6	1678	ĉast	0x0fca	chaste	Root
Tier 6	1679	ĉe	0x0fcb	near	Root
Tier 6	1680	ĉef	0x0fcc	chief	Root
Tier 6	1681	ĉel	0x0fcd	cell	Root
Tier 6	1682	ĉemiz	0x0fce	a shirt	Root
Tier 6	1683	ĉen	0x0fcf	a chain	Root
Tier 6	1684	ĉeriz	0x0fd0	a cherry	Root
Tier 6	1685	ĉerk	0x0fd1	a coffin	Root
Tier 6	1686	ĉerp	0x0fd2	draw	Root
Tier 6	1687	ĉes	0x0fd3	cease	Root
Tier 6	1688	ĉeval	0x0fd4	a horse	Root
Tier 6	1689	ĉi	0x0fd5	the nearest	Root
Tier 6	1690	ĉia	0x0fd6	every	Root
Tier 6	1691	ĉiam	0x0fd7	always	Root
Tier 6	1692	ĉie	0x0fd8	everywhere	Root
Tier 6	1693	ĉiel	0x0fd9	heaven	Root
Tier 6	1694	ĉielark	0x0fda	rainbow (sky-arc)	Root
Tier 6	1695	ĉielir	0x0fdb	[needs definition]	Root
Tier 6	1696	ĉif	0x0fdc	crease	Root
Tier 6	1697	ĉifon	0x0fdd	rag	Root
Tier 6	1698	ĉikan	0x0fde	carp at	Root
Tier 6	1699	ĉio	0x0fdf	all	Root
Tier 6	1700	ĉirkau	0x0fe0	around	Root
Tier 6	1701	ĉirkaŭ	0x0fe1	about	Root
Tier 6	1702	ĉirkaŭaĵ	0x0fe2	environment	Root
Tier 6	1703	ĉirkaŭman	0x0fe3	bracelet	Root
Tier 6	1704	ĉirkaŭpren	0x0fe4	embrace	Root
Tier 6	1705	ĉirkaŭskrib	0x0fe5	[needs definition]	Root
Tier 6	1706	ĉiu	0x0fe6	every one	Root
Tier 6	1707	ĉiuj	0x0fe7	all	Root
Tier 6	1708	ĉiz	0x0fe8	carve	Root
Tier 6	1709	ĉokolad	0x0fe9	chocolate	Root
Tier 6	1710	ĉu	0x0fea	or	Root
Tier 6	1711	ĝarden	0x0feb	a garden	Root
Tier 6	1712	ĝem	0x0fec	groan	Root
Tier 6	1713	ĝentil	0x0fed	genteel	Root
Tier 6	1714	ĝi	0x0fee	it	Root
Tier 6	1715	ĝiraf	0x0fef	giraffe	Root
Tier 6	1716	ĝis	0x0ff0	to	Root
Tier 6	1717	ĝoj	0x0ff1	rejoice	Root
Tier 6	1718	ĥemi	0x0ff2	chemistry	Root
Tier 6	1719	ĥimer	0x0ff3	Chimera	Root
Tier 6	1720	ĵaluz	0x0ff4	jealous	Root
Tier 6	1721	ĵaud	0x0ff5	Thursday	Root
Tier 6	1722	ĵaŭd	0x0ff6	Thursday	Root
Tier 6	1723	ĵet	0x0ff7	throw	Root
Tier 6	1724	ĵur	0x0ff8	swear	Root
Tier 6	1725	ĵus	0x0ff9	just	Root
Tier 6	1726	ŝajn	0x0ffa	seem	Root
Tier 6	1727	ŝancel	0x0ffb	totter	Root
Tier 6	1728	ŝanĝ	0x0ffc	change	Root
Tier 6	1729	ŝaum	0x0ffd	foam	Root
Tier 6	1730	ŝel	0x0ffe	shell	Root
Tier 6	1731	ŝerc	0x0fff	jest	Root
Tier 6	1732	ŝi	0x100a	she	Root
Tier 6	1733	ŝip	0x100b	ship	Root
Tier 6	1734	ŝir	0x100c	tear	Root
Tier 6	1735	ŝlos	0x100d	lock	Root
Tier 6	1736	ŝmir	0x100e	smear	Root
Tier 6	1737	ŝnur	0x100f	a rope	Root
Tier 6	1738	ŝpar	0x1010	spare	Root
Tier 6	1739	ŝpruc	0x1011	spout	Root
Tier 6	1740	ŝrank	0x1012	cupboard	Root
Tier 6	1741	ŝtal	0x1013	steel	Root
Tier 6	1742	ŝtel	0x1014	steal	Root
Tier 6	1743	ŝtof	0x1015	stuff	Root
Tier 6	1744	ŝton	0x1016	stone	Root
Tier 6	1745	ŝtop	0x1017	stop	Root
Tier 6	1746	ŝtrump	0x1018	stocking	Root
Tier 6	1747	ŝtup	0x1019	step	Root
Tier 6	1748	ŝu	0x101a	shoe	Root
Tier 6	1749	ŝuld	0x101b	owe	Root
Tier 6	1750	ŝut	0x101c	empty out	Root
Tier 6	1751	ŝvel	0x101d	swell	Root
Tier 6	1752	ŝvit	0x101e	sweat	Root
Tier 7	1753	--- SYMBOLS START ---	0x101f	[symbols]	Symbol
